"","Insult","Comment"
"3418",0,"""Yes. Especially if the one person who said something is getting hit. But that's just me."""
"3420",0,"""THIS IS NOW A LOSING ISSUE FOR YOU BAGGERS............ GOP 2012 CHICKEN LITTLE/CHICKEN HAWK\  \\ http://www.gallup.com/poll/147662/first-time-majority-americans-favor-legal-gay-marriage.aspx\  \\ PRINCETON, NJ -- For the first time in Gallup's tracking of the issue, a majority of Americans (53%) believe same-sex marriage should be recognized by the law as valid, with the same rights as traditional marriages. The increase since last year came exclusively among political independents and Democrats. Republicans' views did not change.\ """
"3422",0,"""WHY THE FUCK DON'T YOU HAVE LET IT BE!!!! Other then that love Blur, Elton, RHCP, Floyd, Led Zed, Eagles, Aerosmith, Stones Lennon, and Coldplay. But you miss some really good bands."""
"3423",0,"""Japan does not have a welfare system. Work for it or do without.   And  I don\u2019t think there has ever been a better explanation of the  importance of incentive than this example. An economics professor at a  local college made a statement that he had never failed a single  student before, but had recently failed an entire class. That class had  insisted that socialism worked and that no one would be poor and no  one would be rich, a great equalizer. The professor then said, ""OK, we will have an experiment in this  class on socialism"". All grades will be averaged and everyone will  receive the same grade so no one will fail and no one will receive an A.  (substituting grades for dollars - something closer to home and more  readily understood by all). After the first test, the grades were averaged and everyone got a B.  The students who studied 'hard' were upset and the students who studied  'little' were happy. As the second test rolled around, the students who  studied little had studied 'even less' and the ones who studied hard  decided they wanted a free ride too so they studied 'little'. The second test average was a 'D'. No one was happy. When the 3rd test rolled around, the average was an F.As  the tests proceeded, the scores never increased as bickering, blame and  name-calling all resulted in hard feelings and no one would study for  the benefit of anyone else. To their great surprise, ALL FAILED and the professor told them that  ""socialism"" would also ultimately 'fail' because when the reward is  great, the effort to succeed is great, but when government takes all the  reward away, no one will try or want to succeed. Could not be any simpler than that.Remember, there IS a test coming up; elections sometime soon; your chance to have YOUR say. These are possibly the 5 best sentences you'll ever read and all applicable to this experiment:1. You cannot legislate the poor into prosperity by legislating the wealthy out of prosperity. 2. What one person receives without working for, another person must work for without receiving.3. The government cannot give to anybody anything that the government does not first take from somebody else. 4. You cannot multiply wealth by dividing it!5. When half of  the people get the idea that they do not have to work because the other  half is going to take care of them, and when the other half gets the  idea that it does no good to work because somebody else is going to get  what they work for, that is the beginning of the end of any nation."""
"3424",0,"""You are just taking up for Obama"""
"3426",0,"""@kj1222 @PatrickLacroix i have no clue i tryed this and it didnt work now i am going to remove the crt and then remove the ass.plist and then reinstall crt and try again"""
"3427",0,"""Hey Burd 52.... Your picture is black and white! And you have glasses on!"""
"3429",0,"""so your a liar then"""
"3431",0,"""When it comes down to ""Rule, or Die,"" dictators don't care who is watching."""
"3432",0,"""Lei come molte altre persone oneste ed in buona fede ha ragione, ma io, come tante altre persone anch'esse oneste ed in buona fede m'aspetto che il metro di paragone sia lo stesso per chiunque (e che quindi o non s'intervista una persona o la si intervista con lo stesso rigore ""caustico"" che si pretende per tutti gli altri), altrimenti facciamo come in TV dove prima dei consigli per gli acquisti ci dev'essere lo stacchetto che t'informa che quel che segue \xe8 uno spot."""
"3434",0,"""Wow, that certainly puts things in perspective, Mary...thoughts & prayers are with you."""
"3435",0,"""thinkoutloud - Obviously you prefer corruption - more fun and easy pickings of the public's money that way. We get it."""
"3437",0,"""HOLY HOT DAMN you already raised $76,000??? shit haha that is impressive... what a bunch of toolbags at funnyjunk with an idiot lawyer.."""
"3440",0,"""the only thing more embarrassing than the corrupt UN is.......the fact we house them here in the US  the UN needs to get out of america......they always needed us more than we ever needed them, hey, like all liberals!"""
"3441",0,"""You need to find that post..... if you can. I and others find you to be full of it."""
"3442",0,"""Bad officiating or whatever.  If you think you can beat Miami getting out rebounded by 15, shooting 50% from the free throw, and giving up so many points in the point, you're nuts.  Non of those had nothing to do with bad officiating. Point blank..."""
"3443",0,"""This is an example of what is wrong with America"""
"3444",0,"""Another long-runnung saga,manna from heaven for Soccernet.Who will sign first-the new Pool manager,or RVP for ......... club?"""
"3446",0,"""I'm sorry but never regret right above your crotch is a bit trashy."""
"3447",0,"""@purporter I didn't call it a joke, so I guess you aren't able to read much of anything either."""
"3448",0,"""It's pretty awesome that you've got that display case for your SNES. That's a damn impressive music collection too. It's nice to see I'm not the only one who still buys albums instead of just downloading them like a douche.  I can't think of one particular thing that I would love to get my hands on simply because I've never seen something that means so damn much to me that's almost impossible to find. I guess the best I can think of would be having Martin Brodeur autograph my New Jersey Devils jersey or hat. That would definitely become one of my most prized possession's instantly"""
"3452",0,"""Depression is a bastardly bastard. It's the worst. Glad you're on the move. I've been struggling the past couple of months and am just now getting my shit together. It's a hideous time."""
"3454",0,"""Verlander is the best pitcher in baseball but he's not ready for prime time as he continues to get owned by the Yankees and red sox. Some guys just don't have the mental to tackle the biggest of the stages...no offense to tiger fans because he's great but shutting down the twins isn't exactly the same as shutting down the AL East."""
"3455",0,"""<b>Earn this: Saving Private Ryan VIDEO  http://www.youtube.com/watch?v=1r8zgU7wE8w"""
"3456",0,"""@Rourke needs to give me a fucking like@aciddragon  Mmmmmm...Babcock!  Heheh. Cock."""
"3457",0,"""@Rourke needs to give me a fucking like@Preparation_A Does wayne brady need to slap a bitch?"""
"3459",0,"""Up is down, black is white, right Guardian? I am neither stupid nor hateful. I haven't revealed my political alliance except to say that I thought that Bush and Cheney were an illness on the country. That tells you little about what I think of Obama or the GOP or the Dems or anything else. Your polar mentality might think it does, but it doesn't.   I'm standing up for law and order. You are standing up for treason. Can you hear the party van a'comin'?"""
"3460",0,"""The series won't make it this far"""
"3462",0,"""Cultural food differences, for starters. That isn't even going into demographics..."""
"3463",0,"""LoL thats a good reason to think the suspect is black if his picture is black LMAO"""
"3465",0,"""You areright on"""
"3467",0,"""Haha. Montreal already moaning about WC."""
"3469",0,"""If you dont respect your body why would you respect anything else ?"""
"3470",0,"""I have a sticker you can put on your laptop."""
"3471",0,""" \JustTheFacts2011 is with Media Matters. He wouldn't know the facts if it ran him over. Charlies in the wire, blow the claymores. """
"3474",0,"""lol most hated comment congratulations"""
"3475",0,"""Sly appears to have some good ass... Especially in the rawrod scene... where dude fucks that ass royally..."""
"3476",0,"""Lesbians are, as a percentage of the population, half the gay community. And yet their transmission rate is six time lower than it is for heterosexuals. Does that mean that they ought to be able to consider heterosexuals to be filthy, disease-spreading monsters? """
"3477",0,"""HAHAAHA THEY ARE  TRYING TO BANN  CATS CAUSE EVERYONE IS GETTING HIGH WHEN THEY SPRAY"""
"3479",0,"""Maybe we should address that question durig national white history month...oh wait, there isn't one. You don't find that disturbing? One mile of one highway? Georgia tourism will be affected how?"""
"3481",0,"""I have never seen <i>Flash Dance</i>, except for the famous montage. I do, however, love <i>Footloose</i> and I'm not ashamed of that fact."""
"3482",0,"""You should be able become the manager of an international team. When you simulate it takes for ever  After each season you should be able to design a new kit for the club  if you are at a club and you get fired you should be able to carry on for the rest of the season at a different job and then get offered jobs at the end of the season Finally you should you should get an option of what to say at a press conference instead of the computer deciding"""
"3483",0,"""Then do it when the law says to."""
"3485",0,"""I'm so fucking sick of seeing ""this guy should be Christian Grey!!!!!!"" everywhere. 50 shades is the worst book I've ever read. horrible writing, the sex wasn't even hot. ugh."""
"3486",0,"""that was quite the cynical remark..hope you dont have children..slap in the face...then be nice...statement of be well. wow..what a classic.\ \ kelly is spot on..demi is a horrible example to her children and has been. lately even more so. huffing inhalents with her daughters just recently and out kissing guys her daughters age...with her daughter. demi is mentally ill. i dont know her daughters ages, but, demi moore should NOT be around her children until she has spent a year in rehab, at least...child abuse, and endangerment.sad part is this has been going on for years. no wonder there was a picture of her daughter on a motorcyle butt naked.just like her mother would do..sad.why doesnt the ex husband bruce do anything re: his daughters re: the sick ex wife....too busy with the new wife and upcoming baby?."""
"3488",0,"""Hope you feel better with the comment, it me wonder why the effort."""
"3489",0,"""<span><span>Chiara, hai fatto tutto da sola. Io ho commentato quello che ho letto. \r </span></span>"""
"3490",0,"""But you're not rich, and you don't understand how any of this works."""
"3491",0,"""Oh God arise, May your enemies be scattered."""
"3492",0,"""so much Root sports jobbing. I don't care. \ \  \ \ http://tinypic.com/view.php?pic=34f1t0y&s=7"""
"3493",0,"""How can serving 5 years in prison for the murder of a boy be justice?\ \   I'm curious to know what qualifications and life experiences a person has to have, to be on a parole board that releases a child killer back into society. Even worse a child killer that has shown no remorse and is far from a model prisoner!\ \   If possible could The Sun please reveal their names and faces. I believe they should be held equally responsible and accountable if (when) Preddie commits another violent crime.\ \ If they were held accountable maybe they would think twice, before releasing them.\ \ Lets be honest, does anyone think the original sentence of 8 years is justice for the killing of an innocent child???\ \ My deepest sympathies go out to the family of Damilola.\ \  \ \  """
"3495",0,"""I guess trying to blow up the Israel embassy in our nations capital would never put Americans at risk. The Iranians are not worried about our Gov, they are just waiting untill they get the bomb then the gloves will come off I wish our government would grow a pair before it's to late. """
"3496",0,"""Shultzmaker71% of you are making a mistake...don't be a follower! Just sayen!! Boston loses by DD tonight....more User ID:http://sportsnation.espn.go.com/fans/shultzmaker  3 Hours Ago\xb7 Like\xb7 Reply\xb7 Quote\xb7 Flag\xb7 Edit\xb7 ShareTell Your Friends  ShultzmakerHeat 91 to 79...more User ID:http://sportsnation.espn.go.com/fans/shultzmaker  3 Hours Ago\xb7 Like\xb7 Reply\xb7 Quote\xb7 Flag\xb7 Edit\xb7 ShareTell Your Friends  sefersonoh ok mr 3 dimes...  didn't know any books accepted a 30 cent bet....  i guess with monopoly money it doesn't matter...more 2 fans like this. User ID:http://sportsnation.espn.go.com/fans/seferson  3 Hours Ago\xb7 Like\xb7 Reply"""
"3500",0,"""$200 really? These are nasty as shit, really a Bear?  Maybe if I was going to a fashion show or summing but other than that hell no!"""
"3501",0,"""Lend? And how will Spain repay the loan? You can kiss that money goodbye. The lazy Spaniards will soon get back to their siestas & long vacations & to hell with the lenders. I'm pleased to see Finland having the good sense to ask for collateral. As for Italy. Nothing will happen there until at least September when they've had August off work."""
"3502",0,"""Chardest:   Hint: Millions of Americans travel to Canada for health care. Busloads of seniors go to Canada all the time so they don't DIE.   The fact that very wealthy people like the Shah come to the USA means NOTHING. Ordinary people do NOT because the American system is a piece of crap.   Where are your facts that the USA system is not a piece of crap?"""
"3503",0,"""Heat fans only go for the free playoff t-shirts"""
"3506",0,"""@Fitz , you still around?"""
"3507",0,"""I hope some of you realize YOU are the reason young gays (and all ages!) commit suicide.   I hope you can sleep at night - the blood is on your hands."""
"3509",0,"""never mind i nkow just kidding or joking"""
"3510",0,"""I wonder if the moderators can understand your comment to be rather uncouth?"""
"3511",0,"""Heap your scorn upon LoW! It was he who revealed LKP/Russ to be one and the same:  LambeauOrWrigley                                                            409 pts Who is this? I think this is LKP!!!! This is so awesome."""
"3512",0,"""@EephusBlue@Claudia Trejos@Bip@SCruzDodgersoh god, we've resorted to mother Teresa jokes."""
"3513",0,"""He should be deported immediately, along with any others who would do us harm. And if the ECHR don't like it, tough. And when Britain really was Great, he would have been. But I am fully aware that our government haven't got what it takes to put the safety of the British people above kowtowing to Europe."""
"3514",0,"""A national right to carry law would go a long way to reducing the crime rate in this country. \ Criminals don't respect any laws or they wouldn't be criminals. \ However, with a national right to carry law, they might be a little more careful about their illegal activities, such as rape, robbery, assualt, home intrusion, etc."""
"3515",0,"""At least they were courteous enough to place a sign letting you know why you're smelling shit."""
"3516",0,"""One sided opinions not admitting the Maine State Housing Authority'soverspending and that spending being the cause for investigation are becoming the norm in Boss Chelli's paper. While some of the regular commentators here will lap it up; the people in the real world are seeing the truth. Why else is the papers revenue declining?"""
"3517",0,"""Abso-fuckin-lute-ly."""
"3518",0,"""I hate their field more than anything"""
"3520",0,"""Will falling gas prices help Obama?----------------------------------It should not because he and his tree hugger friends have stated that gas should be about $6.00 a gallon."""
"3521",0,""" \Your born...\ \ you live...\ \ you die...\ \ you blow as hard as you can in the middle to keep the balloon from collapsing...\ \ cuz...\ \ shlt happens in the middle..."""
"3522",0,"""First, I'm not gay. Second, I like it fine here."""
"3523",0,"""Tell you what. I can paint that car up something fierce. I'm thinking an angel on the hood but, like you know, a naked angel with big tits out and all that. A snake wraps around her but the snake isn't a ""snake"" it's a dragon because dragons are cooler than snakes. Plus, I can't really draw snakes all that well, especially with magic marker on the hood of a car. Anyway, there's gonna be clouds and shit and maybe a rainbow but a fucking KICK ASS rainbow. Not like some of those dumb rainbows with unicorns and shit. Fuck that. Maybe some mountains and shit like that, Bob Ross style. That fucking dude could have made a fortune painting stuff on kick-ass cars. Anyway, let me know if you want me to drop by and paint and stuff.      You have an El Cameo, right? Cuz that's all I work on."""
"3524",0,"""You can blame us for your shortcomings all you want, but it won't change anything. Why not go talk to your friend and start making amends as early as now?"""
"3526",0,"""Good point. Apparently Packer honks want to pick and choose the data the use."""
"3527",0,"""@jla It just leaves you speechless sometimes."""
"3528",0,"""The length of my deconversion process depends on which ideas I heard that later took root. It could have taken about twenty years from when a liberal asked me what language God spoke when he said ""let there be light."" But more accurately it took about twelve years, six as a liberal/existential/deist, and then six as an agnostic, before claiming there isn't enough evidence to think that a god of any kind doesn't exist."""
"3529",0,"""YOU WERE AED TO STOP FEEDING ....NO SELF CONTROL?"""
"3530",0,"""zo sjo, das nog schrikbarend dichtbij het echte wedstrijd verloop. beter dat Bert volgende keer wel even kijkt!"""
"3531",0,"""Elective medical procedures like fertility treatments should be covered, as they are under many private plans.  But cosmetic surgery, LASIK eye corrective surgery, cosmetic dentistry..probably not covered."""
"3533",0,"""@Blaine Jungwirth @Afrika Bambaataa The EFC is kind of BS for grad school - I went straight through, so they still looked at my parents resources. Unfortunately, my college graduation present from pops was a firm handshake and the ""you\\'re a man now - you pay it for"" moment"""
"3534",0,"""My question is: Who the fuck still buys Ivory? I mean, nevermind the fact that it'sgaudy as a decoration and very socially unacceptable but it's also functionally useless (as far as I know.) Who buys this shit? Am I missing something?"""
"3536",0,"""The BBC and left wing bias. Here's a rather clever analogy I heard a while ago.. Imagine this... You are an avid reader of say, The Telegraph-Mail or  Express. You go into your local newsagents and try to buy your copy to be told, ""Sorry pal. If you want to buy that you MUST by the Guardian."""
"3537",0,"""Alabama and it's neighbors rely on Government more than any democrat state!"""
"3538",0,"""You don't say?"""
"3542",0,"""I like Zimmer, especially of late. His work with Nolan and the stuff on Sherlock has been awesome.  That said, I don't feel like he has the sense of lightness and fun which my ideal Superman requires.  Unless they're going for an all out, explosive, Wham Bam, kind of film, you need a lot of heart and a light touch.  For my money, Christopher Doyle (his work on the last Harry Potter was great) or Michael Giacchino would have been far more preferable to Zimmer.  Still, I'll wait and see and I'll only be too happy is Zimmer actually pulls something off. He must be shitting himself though. No matter how good you are as a film composer, John Williams is a fucking tough act to follow"""
"3544",0,"""@staplerHaving a life probably."""
"3545",0,"""Steve,\ \  \ \ I'm there with you regarding the Boy Scout experience.  Monthly ten-foot bonfires are really fun.  You cant beat a cotton ball mixed with Vaseline to make a GREAT fire starter.  I'd recommend this tool (combo blower-poker), I have seen tools like it used to get air to the base of the fire without removing my eyebrows (Only hair I have left).  http://www.kk.org/cooltools/archives/004847.php  check the site out under general purpose tools.  Its a great site to see tool recommendations from others.  On the renegade, gotta get it hotter side, nothing beats a vacuum, switched for blowing and a narrow attachment on the end of the hose.  You can almost be a blacksmith with that type of heat.  On the camping stove side, I'm getting a combo wood/leaf fired stove and USB charger.  Yes, that's right.  http://biolitestove.com/BioLite.html  No need to pack in fuel, and I can keep the phone charged.\ \  \ \ Yours in Scouting, Dr. Evil"""
"3546",0,"""Ignore him. There is no limit to how far fractal will go."""
"3547",0,"""Dodger or Brewer fan.. that pitch was nasty!! perfect location."""
"3548",0,"""PED's destroy your body."""
"3549",0,"""You are correct about the black hole thing."""
"3553",0,"""My earliest memory/association was during an evening of DIY at Good News garage. A couple of fellows were trying to hoist the engine & transmission out of a Sunbeam Alpine. Now this was a car right out a Tom & Ray bad dream: built in England, powered by Ford, warrantted by Chrysler ~ what was not to love?"""
"3554",0,""" \Stay away from moose slime drs. One of those brain ded drs treated someone in my house. The cops show up at my door. The investigation stopped there,. The cops destroyed the evidence. blow me ."""
"3555",0,"""Why do Manu fans carry eggs? Oh well - he will have to be eggstra careful where he parks in future."""
"3556",0,"""@sullivanst @David Not so shocked. I've known about their scam for quite some time. I just don't bring it up for fear of being ganged up on by their very passionate supporters."""
"3560",0,"""@Kewldood69i really wish I had been watching them all season, but I can't fucking find them on DirecTV. I'd feel cheap acting all excited now."""
"3562",0,"""@iRageU95 same thing happening to me!! i've been waiting for about 10 min"""
"3564",0,"""I think I may have something in my eye..."""
"3566",0,"""Unbelievable.\ \ I have said this before, but who Polices the Police for crying out loud........."""
"3567",0,"""Call the vote. Slap this bastard down in front of ""his people."" Let this pimp/murderer/punk/liar peddle his toilet papers in Hell."""
"3569",0,"""Isreal knocked off an Iranian junior worker at its nuclear facility by using a motorcycle rider who stuck a bomb. The Iranians stuck a bomb on car driven by an Isreali embassy personnel. And the killing continues. As long as we keep sticking our noses in the ME we will get blow backs. """
"3570",0,"""PRIZE WINNER!!!! DT ""lets get immigration mentioned on the most inappropriate thread"" competition.  Coming soon: Homosexuals responsible for water shortage!"""
"3571",0,"""@Sloshed Saturday at 10:30 CTI sounded fine using the headset and google phone when I hosted."""
"3572",0,"""If your husband is out of work, why don't you have him get back to those 500 candidates about the status of their applications?"""
"3573",0,"""Jordan Brand should do a year of all OG releases with the Nike symbol and call them the OG Retro"""
"3574",0,""" \Most liberals can't think beyond gay marriage and abortion and think the wealthy have unlimited income."""
"3575",0,"""gato madness - Leddy9461 - To Derr - Blake if your going to get your first mlb homerun this would be the day"""
"3576",0,"""So glad to hear you and daughter doing better. Getting sick sucks. Will still check in. Family can be great, can't it?"""
"3577",0,"""If you have to.blow your buddy for attention you have bigger issues than not being able to marry!"""
"3579",0,"""I wonder if the \Chinese \VP has \brought \Obama a Valentine's day gift. I know there will be some licking, sticking and no kisses in morning for our Dear Leader! I hope Michelle doesn't get \jealous!!! \"""
"3581",0,"""''fans'' don't hate, you mean haters don't you, SJDFSOHGIDUJGBFUCKINGSTUPID?  and what, I'm living proof that we don't."""
"3583",0,"""You've never heard of proofreading before you hit 'post'?  And speaking of dark places, your big fingers will likely fit perfectly.   Go away, you vapid daydreamer. Utopia doesn't live here."""
"3584",0,"""Nephi does not refer to African Americans. None of the quotes you used were codified into the Canon of Scripture. Men from tiome to time made dumb commetns. Tahty did not make them Official Doctrine.  Since when can't we say Negro> Waht a PC tool you are. The NAACP still rtefers to Colored People. Grow UP!"""
"3585",0,"""What is fox coming too when they reject your post telling how vile and stupid democrats are."""
"3586",0,"""its all fun and games til someone goes blind."""
"3587",0,"""This is another bit of prima facie evidence that the profit motive must be taken out of television news.  It is the single greatest contributor to the dumbing down of America, IMO.  Without profit, CNN,MSNBC, Fox all go away.  """
"3588",0,"""Like your pictures.  Follow?"""
"3589",0,"""zzzzzZZZZZzzzzzzZZZZZ... He's still going to lose in November."""
"3590",0,"""The celery, onion, carrots and garlic are taken out before you serve the sauce or puree it"""
"3591",0,"""Do not spend your money when you start the game!!! Dont do what they say, just wait until it completes by itself (let the timer go). Then buy the better elevator. Trust me, you will be gratefull when you reach 30+ stories."""
"3593",0,"""maybe they'll blow up media matters..."""
"3596",0,"""Nice houses if you can aford to maintain them. I wouldn't necessarily call him great for that reason, but otherwise I enjoy his work."""
"3600",0,"""Somethin' here smells like a BIG lawsuit!"""
"3602",0,"""He looks pretty damn chiseled to me and I've done a bit of digging around and there are tons of reports about how he's been nothing if not a model student, super courteous, and a fiercely hard worker."""
"3603",0,"""Ah. Fuck 'em then."""
"3604",0,"""I just finished Doom 3 today :P Fucking torch with no gun!"""
"3605",0,"""I see you play you little insult games with other posts."""
"3607",0,"""Cat can only catch your tongue, when you are advocating what is unwholesome."""
"3608",0,"""Love the Weisman and Kuroda posts. Great stuff Stacey!\ \  \ \ www.calltothepen.com"""
"3610",0,"""i am mabey getting a ipad 2 so fuck all of yall"""
"3611",0,"""Retiring in the mid-50s to early 60s is definitely early. It is a perk they negotiated, but it is not a particularly good argument for why teachers are underpaid.  Don't spout critical thinking now. This ""teach to the test"" stuff is relatively recent. The miserable state of Chicago public schools is not. It may not be a matter of getting rid of all the overpaid teachers, but getting rid of the bad one is a good start. How do we judge the bad ones? Well, that seems like a point of negotiation to me, but the current program doesn't seem to work."""
"3612",0,"""I like your comment."""
"3613",0,"""Has wade and lbj found way to finally complement each other in half court O?"""
"3614",0,"""Not sure you were supposed to remember that....haha..."""
"3615",0,"""DEBTOM  Quick, call Sheriff Joe!!!"""
"3617",0,"""You do know that a House Version of a Budget is on Harry Reid's desk and he refuses to take it up... So the ball is in the Democrats court..."""
"3618",0,"""Also, see waht you knowit not all there."""
"3619",0,"""@Rourke needs to give me a fucking like@aciddragon But he is rich. Can buy many thermos."""
"3620",0,"""harry: I did not agree with all of Bush's policies, but I never agreed with anybody that showed him disrespect while he was in office."""
"3621",0,"""Geez, another PA judge. \ They really do think they can get away with anything. My short version of my divorce \case alone, my PA judge knew my ex was an attorney with 20 yrs experience but gave her alimony as a favor due to knowing her and the bar assoc and worked together as officers of the court. They didn't allow me to move the case, it got continued for years while I went broke and homeless. \I file an appeal and the judge called me personally to make a deal to drop the appeal! \ Then he renigged on it when I went in front of him in court! He tricked me out of my appeal to cover his fraud conspiring ass!!! \ Being married to an attorney that knows the judges and they can get away with anything including breaking the law is what's wrong with the PA courts. And I only speak from direct knowledge. """
"3623",0,"""Jobs-jobs-jobs?  Republicans can approve infrastructure projects and put people to work - including eco-friendly waterline updates.  More important to maintain failure apart then work together for success."""
"3625",0,"""Just come out, Swiss Guard! You will feel alot better!"""
"3627",0,"""""The anti-war Republican,\\' people say, as if that\\'s good enough.\ \  \ \ But Ron Paul is much, much more than that.\ \  \ \ He\\'s the anti-Civil-Rights-Act Republican.\ \ He\\'s an anti-reproductive-rights Republican.\ \ He\\'s a gay-demonizing Republican.\ \ He\\'s an anti-public education Republican and an anti-Social Security Republican.\ \ He\\'s the John Birch Society\\'s favorite congressman.\ \ And he\\'s a booster of the Constitution Party, which has a Christian Reconstructionist platform.\ \  \ \ So, if you\\'re a member of the anti-woman, anti-gay, anti-black,  anti-senior citizen, anti-equality, anti-education,  pro-communist-witch-hunt wing of the progressive movement, I can see how  he\\'d be your guy.""\ \  \ \ ~Sandy Berman\ \  """
"3628",0,"""Light socket. Keep your vision, just fry out the memory."""
"3629",0,"""@NCSteve 3.0 @Flying Squid @Harry Truman Ridiculous positions like making sure we blow up the right people. Why this hang-up with targeting people who show up at the scene of a drone strike anyhoo?"""
"3630",0,"""Please don't let the Elizabeth Moss rumors be true, Please don't let the Elizabeth Moss rumors be true, Please don't let the Elizabeth Moss rumors be true, Please don't let the Elizabeth Moss rumors be true."""
"3632",0,"""Well yeah that's very sexy indeed... Ivy I want more of your sexy side."""
"3633",0,"""A democrat would never win any election : )"""
"3634",0,"""I do not think that MartiStapp is as bad as that teacher"""
"3635",0,""" \Your math ignorance is showing; of course FX is #1 - it's the only major network that is out there spewing this stuff; if you take the 99% of the rest of the media and combine their audiences so that it is right versus everyone else, they would be crushed - although, I have to say it's definitely entertaining until I get so sick to my stomach that I want to puke."""
"3636",0,"""If you don\u2019t have a handheld camera to make your online videos, it is a good idea to use your mobile phone. Because smartphones have internet connectivity, it is much easier to upload and share your videos online. You can also monitor your views and answer comments instantly. However, if your phone does not produce quality videos, then you better get one that is capable of capturing high definition images. Otherwise, you\u2019ll get fewer views with a low quality video."""
"3637",0,"""Because he sucks.. He is no longer the Truth... More like the TRASH"""
"3638",0,"""crawled out of your hole after 44 years have you?"""
"3639",0,"""There will be good people in Syria and Israel does have a moralresponsibilityto them but there is little or nothing that Israel can do to help them."""
"3640",0,"""Ask Cook about that!! He knows perfectly what are you talking about?!"""
"3641",0,"""The father stopped the sexual assault the moment he dragged the assailant away from his daughter. What followed was rage-fuelled revenge."""
"3642",0,"""You are abusing your power, whatever that might be, Hyden. You just got it by writing really interesting, balanced essays. Now you're trying to push an accomplished life-long depressive off the cliff that he hovers over. What the fuck are you thinking?"""
"3643",0,"""I'm not 100 percent positive they will be playing in October but I wouldn't bet against the Phils.  After all, they have won 5 straight division titles.  They also could have Howard, Utley, and Halladay back by mid July.  Those activations are the equivalent to trade deadline moves."""
"3645",0,"""Flied3434   posted you are a hard li(ker"""
"3648",0,"""Lol, you are very loved - freaky moments and all ;)"""
"3649",0,"""Video: The Life of Emily    Last month, the Obama campaign tried to sell women \u2014 especially younger, single women \u2014 a life of government dependency in its unwittingly Orwellian \u201cLife of Julia.\u201d Even women inclined to support Barack Obama objected to the characterization of women as wards of the state. Polling results two weeks later showed that Obama lost significant ground among the demographics he had hoped to improve, and ever since, the Obama campaign has apparently relegated the eyeless, mouthless \u201cJulia\u201d to the Island of Misfit Campaign Mascots.  That doesn\u2019t mean that critics have forgotten \u201cJulia,\u201d though. A new video from the Center for Freedom and Prosperity features Emily O\u2019Neill, who accurately deconstructs the message from Team Obama within the first minute, with devastating impact. Emily then proposes an alternate reality, called \u201cThe Life of Emily,\u201d which relies on hard work, good economic choices, and rejects the need for a Hubby State for young American women \u2014 such as herself:  VIDEO at: http://hotair. com/archives/2012/06/11/video-the-life-of-emily/"""
"3650",0,"""I am against fraction mentality. I am also a Rubinius adict, Open source devotee, and if you use Emacs, you will fuck up your wrists before I do and then I will take over your jobs.  It sounds consistent."""
"3654",0,"""You are right. It has been corrected.  Thanks"""
"3655",0,"""As if you needed a government agency to clean up litter. That's one of things I've noticed about people who live in big government, socialist societies: They seem to have lost their basic human self-initiative. Something which is very glaring to an American. Over here, if there's litter, we don't jump immediately to blaming the government. We blame ourselves for being slobs and then somebody, somehwere will create and organize a volunteer effort to clean it up. I saw uplifting glimpses of that spirit from the volunteers who cleaned up the streets of London after the recent riots. Gave me hope that one day Britain will go back to a small government, self-reliant society. Even decades of living under a socialist nany state can't totally kill your spirit."""
"3657",0,"""Taking the day off after this post.  Having been through this process so many years, i understand the frustration of those who see things differenty than myself.  This class, less the early enrolled leaves the door wide open for a very highly successful 2013 class.  i for one am stoked with having 8 of 9 players returning that applied for draft status, knowing at least five from last years class will contribute much more in 2012.  build on last years momentum and we are set up tremendously for not only next years recruiting class; but for six years imho.  KUDOS DAWGS!........see some of you @ G-Day!!! p.s. Soc needs to stick around, i\\'ll need his help as i plan to be more active in ""the process"" next year especially. TrackTeam UGA...Go DAWGS! """
"3658",0,"""I dont see as many trolls now did the c o mmy whistle blow at MM ............good night Radicals and BAD LUCK TO YA LOL"""
"3660",0,"""Love you! Please don't ""do"" Harry to fit in with this incestuous group;) (haha). You are definitely one cool cat!"""
